pais_codigo,pais_nome,fase,recode,arquivo_origem,caminho_origem,linhas,colunas_selecionadas,colunas
ZA,África do Sul,31,WI,ZAWI31FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\África do Sul\Riqueza_WI\ZAWI31DT\ZAWI31FL.DTA,12247,3,whhid|wlthindf|wlthind5
ZM,Zâmbia,81,IR,ZMIR81FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zâmbia\Saude_da_Mulher_IR\ZMIR81DT\ZMIR81FL.dta,13951,100,caseid|v001|v002|v003|v005|v006|v007|v008|v008a|v012|v013|v024|v025|v106|v190|v201|v212|v301|v302|v302a|v304_01|v304_02|v304_03|v304_04|v304_05|v304_06|v304_07|v304_08|v304_09|v304_10|v304_11|v304_12|v304_13|v304_14|v304_15|v304_16|v304_17|v304_18|v304_19|v304_20|v305_01|v305_02|v305_03|v305_04|v305_05|v305_06|v305_07|v305_08|v305_09|v305_10|v305_11|v305_12|v305_13|v305_14|v305_15|v305_16|v305_17|v305_18|v305_19|v305_20|v307_01|v307_02|v307_03|v307_04|v307_05|v307_06|v307_07|v307_08|v307_09|v307_10|v307_11|v307_12|v307_13|v307_14|v307_15|v307_16|v307_17|v307_18|v307_19|v307_20|v312|v313|m3a_1|m3b_1|m4_1|m5_1|m13_1|m14_1|m15_1|m17_1|m18_1|m19_1|m34_1|m35_1|m36_1|m38_1|m39_1|v445|v453|v457
ZM,Zâmbia,81,BR,ZMBR81FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zâmbia\Nascimentos_BR\ZMBR81DT\ZMBR81FL.dta,35610,45,caseid|bidx|v001|v002|v003|v005|bord|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|b13|b15|b16|b17|b18|b19|b20|b21|m3a|m3b|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a
ZM,Zâmbia,81,HR,ZMHR81FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zâmbia\Domicilios_HR\ZMHR81DT\ZMHR81FL.dta,12808,43,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv222|hv223|hv225|hv226|hv227|hv228|hv230a|hv232|hv234|hv235|hv236a|hv237|hv240|hv270|hv271
ZM,Zâmbia,81,PR,ZMPR81FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zâmbia\Moradores_PR\ZMPR81DT\ZMPR81FL.dta,61646,40,hhid|hvidx|hv001|hv002|hv003|hv004|hv005|hv009|hv012|hv013|hv024|hv025|hv101|hv102|hv103|hv104|hv105|hv106|hv107|hv108|hv109|hv110|hv111|hv112|hv113|hv114|hv115|hv116|hv117|hv118|hv120|hv121|hv122|hv123|hv124|hv125|hv126|hv127|hv128|hv129
ZM,Zâmbia,81,KR,ZMKR81FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zâmbia\Criancas_KR\ZMKR81DT\ZMKR81FL.dta,8673,54,caseid|bidx|v001|v002|v003|v005|bidxp|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a|h1|h2|h3|h4|h5|h6|h7|h8|h9|h10|h40|h11|h13|h22|h31|h34|h39|h42|h43
ZM,Zâmbia,42,HW,ZMHW42FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zâmbia\Antropometria_HW\ZMHW42DT\ZMHW42FL.DTA,6660,7,hwhhid|hwline|hwlevel|hc70|hc71|hc72|hc73
ZM,Zâmbia,81,CR,ZMCR81FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zâmbia\Casais_CR\ZMCR81DT\ZMCR81FL.dta,5515,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
ZM,Zâmbia,81,MR,ZMMR81FL.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zâmbia\Homens_MR\ZMMR81DT\ZMMR81FL.dta,12585,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
ZM,Zâmbia,41,WI,ZMWI41FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zâmbia\Riqueza_WI\ZMWI41DT\ZMWI41FL.DTA,7126,3,whhid|wlthindf|wlthind5
ZW,Zimbábue,72,IR,ZWIR72FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zimbábue\Saude_da_Mulher_IR\ZWIR72DT\ZWIR72FL.DTA,9955,100,caseid|v001|v002|v003|v005|v006|v007|v008|v008a|v012|v013|v024|v025|v106|v190|v201|v212|v301|v302|v302a|v304_01|v304_02|v304_03|v304_04|v304_05|v304_06|v304_07|v304_08|v304_09|v304_10|v304_11|v304_12|v304_13|v304_14|v304_15|v304_16|v304_17|v304_18|v304_19|v304_20|v305_01|v305_02|v305_03|v305_04|v305_05|v305_06|v305_07|v305_08|v305_09|v305_10|v305_11|v305_12|v305_13|v305_14|v305_15|v305_16|v305_17|v305_18|v305_19|v305_20|v307_01|v307_02|v307_03|v307_04|v307_05|v307_06|v307_07|v307_08|v307_09|v307_10|v307_11|v307_12|v307_13|v307_14|v307_15|v307_16|v307_17|v307_18|v307_19|v307_20|v312|v313|m3a_1|m3b_1|m4_1|m5_1|m13_1|m14_1|m15_1|m17_1|m18_1|m19_1|m34_1|m35_1|m36_1|m38_1|m39_1|v445|v453|v457
ZW,Zimbábue,72,BR,ZWBR72FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zimbábue\Nascimentos_BR\ZWBR72DT\ZWBR72FL.DTA,20791,44,caseid|bidx|v001|v002|v003|v005|bord|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|b13|b15|b16|b17|b18|b19|b20|m3a|m3b|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a
ZW,Zimbábue,72,HR,ZWHR72FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zimbábue\Domicilios_HR\ZWHR72DT\ZWHR72FL.DTA,10534,40,hhid|hv001|hv002|hv003|hv005|hv009|hv012|hv013|hv024|hv025|hv201|hv205|hv206|hv207|hv208|hv209|hv210|hv211|hv212|hv213|hv214|hv215|hv216|hv217|hv218|hv219|hv220|hv221|hv225|hv226|hv227|hv228|hv230a|hv232|hv234|hv235|hv237|hv240|hv270|hv271
ZW,Zimbábue,72,PR,ZWPR72FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zimbábue\Moradores_PR\ZWPR72DT\ZWPR72FL.DTA,43706,40,hhid|hvidx|hv001|hv002|hv003|hv004|hv005|hv009|hv012|hv013|hv024|hv025|hv101|hv102|hv103|hv104|hv105|hv106|hv107|hv108|hv109|hv110|hv111|hv112|hv113|hv114|hv115|hv116|hv117|hv118|hv120|hv121|hv122|hv123|hv124|hv125|hv126|hv127|hv128|hv129
ZW,Zimbábue,72,KR,ZWKR72FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zimbábue\Criancas_KR\ZWKR72DT\ZWKR72FL.DTA,6132,53,caseid|v001|v002|v003|v005|bidx|b0|b1|b2|b3|b4|b5|b6|b7|b8|b9|b10|b11|b12|m4|m5|m6|m7|m13|m14|m15|m17|m18|m19|m34|m35|m36|m38|m39a|h1|h2|h3|h4|h5|h6|h7|h8|h9|h10|h40|h11|h13|h22|h31|h34|h39|h42|h43
ZW,Zimbábue,51,HW,ZWHW51FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zimbábue\Antropometria_HW\ZWHW51DT\ZWHW51FL.DTA,5944,7,hwhhid|hwline|hwlevel|hc70|hc71|hc72|hc73
ZW,Zimbábue,72,CR,ZWCR72FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zimbábue\Casais_CR\ZWCR72DT\ZWCR72FL.DTA,3499,19,caseid|v001|v002|v003|v005|v012|v024|v025|mv001|mv002|mv003|mv005|mv012|mv024|mv025|v106|v190|mv106|mv190
ZW,Zimbábue,72,MR,ZWMR72FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zimbábue\Homens_MR\ZWMR72DT\ZWMR72FL.DTA,8396,12,mcaseid|mv001|mv002|mv003|mv005|mv012|mv024|mv025|mv106|mv190|mv201|mv212
ZW,Zimbábue,30,SQ,ZWSQ30FL.DTA,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zimbábue\Servicos_Saude_SQ\ZWSQ30DT\ZWSQ30FL.DTA,230,40,ccluster|cprovin|ctype|cintd|cintm|cinty|cintnum|csuperv|ckeyer|c101|c102|c103|c104|c105|c106|c107|c108|c108a|c108b|c109a|c109b|c109c|c109d|c109e|c109f|c110|c110an|c110au|c110b|c110ca|c110cb|c110cc|c110da|c110db|c110dc|c111|c111an|c111au|c111ba|c111bb
ZW,Zimbábue,42,WI,ZWwi42fl.dta,D:\Repositórios\_dados_descartados_saude_mulher\completo\extraidos\Zimbábue\Riqueza_WI\ZWWI42DT\ZWwi42fl.dta,6369,3,whhid|wlthindf|wlthind5
