normalized_label,country_count,variable_count,countries,variables,examples
person who forced respondent into first sexual act,31,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,d127,na - person who forced respondent into first sexual act | person who forced respondent into first sexual act
person who forced respondent to first sexual activity,10,3,Gana | Libéria | Malaui | Nigéria | Quênia | São Tomé e Príncipe | Tanzânia | Zimbábue | Zâmbia | África do Sul,d127 | s1323 | s1523,person who forced respondent to first sexual activity
person who forced to have sex boyfriend,1,1,Zâmbia,s720hb,person who forced to have sex: boyfriend
person who forced to have sex brother,1,1,Zâmbia,s720hd,person who forced to have sex: brother
person who forced to have sex employer,1,1,Zâmbia,s720hh,person who forced to have sex: employer
person who forced to have sex father,1,1,Zâmbia,s720hc,person who forced to have sex: father
person who forced to have sex father in law,1,1,Zâmbia,s720hj,person who forced to have sex: father-in-law
person who forced to have sex former boyfriend,1,1,Zâmbia,s720hl,person who forced to have sex: former boyfriend
person who forced to have sex former husband live in partne,1,1,Zâmbia,s720hk,person who forced to have sex: former husband/live-in partne
person who forced to have sex husband live in partner,1,1,Zâmbia,s720ha,person who forced to have sex: husband/live-in partner
person who forced to have sex male friend,1,1,Zâmbia,s720hf,person who forced to have sex: male friend
person who forced to have sex other,1,1,Zâmbia,s720hx,person who forced to have sex: other
person who forced to have sex other male relative,1,1,Zâmbia,s720he,person who forced to have sex: other male relative
person who forced to have sex stranger,1,1,Zâmbia,s720hi,person who forced to have sex: stranger
person who forced to have sex teacher,1,1,Zâmbia,s720hg,person who forced to have sex: teacher
person who gave injections,1,1,Malaui,s495c,person who gave injections
person who gave last inje,3,1,Gana | Namíbia | Quênia,v790,person who gave last inje - na
person who gave last inject,6,1,Camarões | Etiópia | Moçambique | Nigéria | Senegal | Zâmbia,v790,person who gave last inject-na
person who gave last injection,12,1,Benin | Burkina Faso | Chade | Etiópia | Guiné | Lesoto | Madagascar | Malaui | Mali | Ruanda | Tanzânia | Zimbábue,v790,na - person who gave last injection | na-person who gave last injection | person who gave last injection | person who gave last injection - na
person who hurt her most,1,1,Quênia,d116,person who hurt her most  - na
person who hurt her most of,1,1,Zimbábue,d116,person who hurt her most of-na
person who hurt her most often,14,1,Camarões | Chade | Congo (República Democrática) | Lesoto | Libéria | Malaui | Mali | Nigéria | Quênia | Ruanda | Senegal | São Tomé e Príncipe | Tanzânia | Zâmbia,d116,[na] person who hurt her most often | na - person who hurt her most often | na-person who hurt her most often | person who hurt her most often | person who hurt her most often - na
person who hurt respondent,2,1,Gana | Ruanda,d116,person who hurt respondent -na
person who hurt respondent brother,1,1,Zâmbia,s720fe,person who hurt respondent: brother
person who hurt respondent current boyfriend,1,1,Zâmbia,s720fj,person who hurt respondent: current boyfriend
person who hurt respondent daughter,1,1,Zâmbia,s720fh,person who hurt respondent: daughter
person who hurt respondent employer,1,1,Zâmbia,s720fq,person who hurt respondent: employer
person who hurt respondent father,1,1,Zâmbia,s720fa,person who hurt respondent: father
person who hurt respondent father in law,1,1,Zâmbia,s720fc,person who hurt respondent: father-in-law
person who hurt respondent female friend,1,1,Zâmbia,s720fo,person who hurt respondent: female friend
person who hurt respondent former boyfriend,1,1,Zâmbia,s720fk,person who hurt respondent: former boyfriend
person who hurt respondent late ex husband partner,1,1,Zâmbia,s720fi,person who hurt respondent: late/ex-husband/partner
person who hurt respondent male friend,1,1,Zâmbia,s720fn,person who hurt respondent: male friend
person who hurt respondent most often,31,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,d116,na - person who hurt respondent most often | na-person who hurt respondent most often | person who hurt respondent most often
person who hurt respondent mother,1,1,Zâmbia,s720fb,person who hurt respondent: mother
person who hurt respondent mother in law,1,1,Zâmbia,s720fd,person who hurt respondent: mother-in-law
person who hurt respondent other,1,1,Zâmbia,s720fx,person who hurt respondent: other
person who hurt respondent other female relative,1,1,Zâmbia,s720fm,person who hurt respondent: other female relative
person who hurt respondent other male relative,1,1,Zâmbia,s720fl,person who hurt respondent: other male relative
person who hurt respondent sister,1,1,Zâmbia,s720ff,person who hurt respondent: sister
person who hurt respondent son,1,1,Zâmbia,s720fg,person who hurt respondent: son
person who hurt respondent stranger,1,1,Zâmbia,s720fr,person who hurt respondent: stranger
person who hurt respondent teacher,1,1,Zâmbia,s720fp,person who hurt respondent: teacher
person who injected last time,16,2,Angola | Burkina Faso | Congo (República Democrática) | Costa do Marfim | Etiópia | Gana | Lesoto | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Tanzânia | Zâmbia,s309 | v3a12,na - person who injected last time | person who injected last time
person who performed circumcision,16,2,Benin | Burkina Faso | Chade | Costa do Marfim | Etiópia | Guiné | Gâmbia | Libéria | Mali | Nigéria | Níger | Quênia | Senegal | Serra Leoa | Tanzânia | Togo,fg108 | g107,na - person who performed circumcision | person who performed circumcision
person who performed circumcision of daughter,16,1,Benin | Burkina Faso | Chade | Costa do Marfim | Etiópia | Guiné | Gâmbia | Libéria | Mali | Nigéria | Níger | Quênia | Senegal | Serra Leoa | Tanzânia | Togo,g114,na - person who performed circumcision of daughter | na-person who performed circumcision of daughter | person who performed circumcision of daughter
person who performed circumcision on daughter,2,1,Burkina Faso | Tanzânia,fg116,person who performed circumcision on daughter
person who performed daughter s genital cutting,5,1,Benin | Etiópia | Guiné | Nigéria | Senegal,fg116,person who performed daughter's genital cutting
person who performed daughter s genital cuttinge la fille,1,1,Guiné,s916,person who performed daughter's genital cuttinge la fille
person who performed postnatal checkup,33,6,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,m72_1 | m72_2 | m72_3 | m72_4 | m72_5 | m72_6,NA - Person who performed postnatal checkup | na - person who performed postnatal checkup | person who performed postnatal checkup
person who performed the circumcision,2,3,Burkina Faso | Quênia,s1008 | s905 | s912,person who performed the circumcision
person who performed the ge,1,1,Etiópia,fg108,person who performed the ge-na
person who performed the genital cutting,5,2,Benin | Etiópia | Guiné | Nigéria | Senegal,fg108 | s908,na-person who performed the genital cutting | person who performed the genital cutting
person who performed treatment,1,1,Congo (Brazzaville),s1025,person who performed treatment
person who provided information on malaria at home community health worker,1,1,Malaui,s512b,person who provided information on malaria at home: community health worker
person who provided information on malaria at home don t know,1,1,Malaui,s512z,person who provided information on malaria at home: don't know
person who provided information on malaria at home employer,1,1,Malaui,s512d,person who provided information on malaria at home: employer
person who provided information on malaria at home friends family,1,1,Malaui,s512c,person who provided information on malaria at home: friends/family
person who provided information on malaria at home health care worker,1,1,Malaui,s512a,person who provided information on malaria at home: health care worker
person who provided information on malaria at home other,1,1,Malaui,s512x,person who provided information on malaria at home: other
person who provided information on malaria at home peer educators,1,1,Malaui,s512e,person who provided information on malaria at home: peer educators
person who received most of,1,1,Ruanda,v539,person who received most of-na
person who received most of late husband s property,33,2,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,s611e | v539,na - person who received most of late husband's property | na-person who received most of late husband's property | person who received most of late husband's property
person who touch in sexual way,1,1,África do Sul,s720,person who touch in sexual way
person who usually decides,1,2,Ruanda,v743c | v743e,person who usually decides -na
person who usually decides how to spend respondent s earnings,33,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,v739,na - person who usually decides how to spend respondent's earnings | person who usually decides how to spend respondent's earnings
person who usually decides on food to be cooked each day,33,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,v743e,na - person who usually decides on food to be cooked each day | na - person who usually decides on: food to be cooked each day | na-person who usually decides on food to be cooked each day | person who usually decides on food to be cooked each day | person who usually decides on: food to be cooked each day
person who usually decides on household purchases for daily needs,33,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,v743c,na - person who usually decides on household purchases for daily needs | na - person who usually decides on: household purchases for daily needs | na-person who usually decides on household purchases for daily needs | person who usually decides on household purchases for daily needs | person who usually decides on: household purchases for daily needs
person who usually decides on large household purchases,33,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,v743b,na - person who usually decides on large household purchases | person who usually decides on large household purchases | person who usually decides on: large household purchases
person who usually decides on respondent s health care,33,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,v743a,na - person who usually decides on respondent's health care | person who usually decides on respondent's health care | person who usually decides on: respondent's health care
person who usually decides on visits to family or relatives,33,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,v743d,na - person who usually decides on visits to family or relatives | person who usually decides on visits to family or relatives | person who usually decides on: visits to family or relatives
