normalized_label,country_count,variable_count,countries,variables,examples
source for female condoms other church,1,1,Lesoto,v762bu,source for female condoms: (other) church
source for female condoms other friend relative,1,1,Lesoto,v762bw,source for female condoms: (other) friend/relative
source for female condoms other medical private,1,1,Congo (República Democrática),v762bp,source for female condoms: other medical private
source for female condoms other mission,1,1,Eswatini (Suazilândia),v762br,source for female condoms: other mission
source for female condoms other ngo,1,1,Etiópia,v762bp,source for female condoms: other ngo
source for female condoms other ngo medical sector,1,1,Gâmbia,v762bq,source for female condoms: other ngo medical sector
source for female condoms other ngo s,1,1,Eswatini (Suazilândia),v762bw,source for female condoms: other ngo's
source for female condoms other other private sector,1,1,Tanzânia,v762bx,"Source for female condoms: other, other private sector"
source for female condoms other peer educators,1,1,Lesoto,v762bv,source for female condoms: (other) peer educators
source for female condoms other private,27,4,Angola | Benin | Burkina Faso | Burundi | Chade | Congo (Brazzaville) | Eswatini (Suazilândia) | Etiópia | Gana | Guiné | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Tanzânia | Zimbábue | Zâmbia,v762bn | v762bo | v762bq | v762br,[na] source for female condoms: other private | na - source for female condoms: other private | na-source for female condoms: other private | source for female condoms: other private | source for female condoms: other private - na | source for female condoms: other private {na}
source for female condoms other private health facility,1,2,Ruanda,v762bo | v762bp,source for female condoms: other private health facility
source for female condoms other private med sector,1,1,Gâmbia,v762bn,source for female condoms: other private med. sector
source for female condoms other private medical,3,3,Benin | Etiópia | Níger,v762bp | v762bq | v762br,source for female condoms: other private medical
source for female condoms other private medical sector,4,3,Comores | Namíbia | Nigéria | Zimbábue,v762bm | v762bn | v762br,source for female condoms: other private medical sector
source for female condoms other private sector,5,4,Guiné | Mali | Tanzânia | Togo | Zâmbia,s543p | v762bn | v762bo | v762bp,Source for female condoms: other private sector | source for female condoms: other private sector
source for female condoms other private sector medical,1,1,Costa do Marfim,v762bo,source for female condoms: other private sector medical
